id,Source,target(zh-CN),target(en-US),target(zh-HK)
ccfe-000010397,当前用户下已有xxx台云电脑，无法删除该用户，需要先释放电脑后才能操作！,当前用户下已有xxx台云电脑，无法删除该用户，需要先释放电脑后才能操作！,"There are already xxx cloud computers under the current user, and the user cannot be deleted. The computer needs to be released before operation!",當前用戶下已有xxx台雲電腦，無法刪除該用戶，需要先釋放電腦後才能操作！
ccfe-000010398,确定删除用户,确定删除用户,Confirm to delete user,確定刪除用戶
ccfe-000010399,确认给正式用户,确认给正式用户,Confirm to the official user,確認給正式用戶
ccfe-000010400,重置密码吗？,重置密码吗？,Reset password?,重置密碼嗎？
ccfe-000010401,请务必先与该用户确认好后再进行操作，否则可能引起用户投诉！,请务必先与该用户确认好后再进行操作，否则可能引起用户投诉！,"Please make sure to confirm with the user before proceeding, otherwise it may cause user complaints!",請務必先與該用戶確認好後再進行操作，否則可能引起用戶投訴！
ccfe-000010402,11.密码不得使用命中的敏感组合，例如cmcc、Admin等。,11.密码不得使用命中的敏感组合，例如cmcc、Admin等。,"11. Passwords must not use sensitive combinations that hit, such as cmcc, Admin, etc.",11.密碼不得使用命中的敏感組合，例如cmcc、Admin等。
ccfe-000010403,镜像信息,镜像信息,Mirror information,鏡像信息
ccfe-000010404,接收人信息,接收人信息,Recipient Information,接收人信息
ccfe-000010405,请输入接受者用户名（即租户名称）,请输入接受者用户名（即租户名称）,Please enter the recipient's username (i.e. tenant name),請輸入接受者用戶名（即租戶名稱）
ccfe-000010406,接受者用户名（即租户名称）,接受者用户名（即租户名称）,Recipient username (i.e. tenant name),接受者用戶名（即租戶名稱）
ccfe-000010407,单次支持添加xxx个接受者,单次支持添加xxx个接受者,Single support for adding xxx recipients,單次支持添加xxx個接受者
ccfe-000010408,仅支持共享给已订购云电脑实例的接受者,仅支持共享给已订购云电脑实例的接受者,Only supports sharing with recipients who have subscribed to cloud computer instances,僅支持共享給已訂購雲電腦實例的接受者
ccfe-000010409,不允许重复添加该租户,不允许重复添加该租户,Duplicate addition of this tenant is not allowed,不允許重複添加該租戶
ccfe-000010410,共享镜像已启动，请至共享记录中查看详情,共享镜像已启动，请至共享记录中查看详情,The shared image has been started. Please check the details in the shared record,共享鏡像已啟動，請至共享記錄中查看詳情
ccfe-000010411,请添加接受者用户名,请添加接受者用户名,Please add recipient username,請添加接受者用戶名
ccfe-000010412,共享镜像记录,共享镜像记录,Shared image record,共享鏡像記錄
ccfe-000010413,镜像名称: xxx,镜像名称: xxx,Image Name: xxx,鏡像名稱: xxx
ccfe-000010414,镜像ID: xxx,镜像ID: xxx,Mirror ID: xxx,鏡像ID: xxx
ccfe-000010415,镜像范围: xxx,镜像范围: xxx,Mirror range: xxx,鏡像範圍: xxx
ccfe-000010416,带宽(Mbit/s),带宽(Mbit/s),Bandwidth (Mbit/s),带宽(Mbit/s)
ccfe-000010417,所属vpc名称,所属vpc名称,Name of the VPC to which it belongs,所属vpc名稱
ccfe-000010418,所属vpc-ID,所属vpc-ID,Belonging VPC ID,所属vpc-ID
ccfe-000010419,vpc设置,vpc设置,VPC settings,vpc設置
ccfe-000010420,带宽(Mbits),带宽(Mbits),Bandwidth (Mbits),带宽(Mbits)
ccfe-000010421,VPC切换失败,VPC切换失败,VPC switching failed,VPC切換失敗
ccfe-000010422,DNS服务器,DNS服务器,DNS server,DNS服務器
ccfe-000010423,*填写多个时DNS以逗号隔开，修改成功后，需重启电脑才生效,*填写多个时DNS以逗号隔开，修改成功后，需重启电脑才生效,"*When filling in multiple fields, DNS should be separated by commas. After successful modification, the computer needs to be restarted for it to take effect",*填寫多個時DNS以逗號隔開，修改成功後，需重新啟動電腦才生效
ccfe-000010424,格式有误，仅允许输入数字、字母、中文、-、_组成且不能以数字、_和-开头,格式有误，仅允许输入数字、字母、中文、-、_组成且不能以数字、_和-开头,"The format is incorrect. Only numbers, letters, Chinese characters, -, and _ are allowed to be entered and cannot start with numbers, _, and -",格式有誤，僅允許輸入數字、字母、中文、-、_組成且不能以數字、_和-開頭
ccfe-000010425,IPv4网段,IPv4网段,IPv4 network segment,IPv4網段
ccfe-000010426,"*建议使用网段：192.168.1.0 - 192.168.254.0/24，172.16.0.0 - 172.31.255.255/24, 10.0.0.0 - 10.255.255.255/24","*建议使用网段：192.168.1.0 - 192.168.254.0/24，172.16.0.0 - 172.31.255.255/24, 10.0.0.0 - 10.255.255.255/24","*Suggested network segment: 192.168.1.0-19.268.254.0/24172.1.66.00-172.31.255.25/24, 10.0.0.0 - 10.255.255.255/24","*建議使用網段：192.168.1.0 - 192.168.254.0/24，172.16.0.0 - 172.31.255.255/24, 10.0.0.0 - 10.255.255.255/24"
ccfe-000010427,*填写多个时DNS以逗号隔开,*填写多个时DNS以逗号隔开,"*When filling in multiple fields, DNS should be separated by commas",填寫多個時DNS以逗號隔開
ccfe-000010428,确定删除该xxx子网？,确定删除该xxx子网？,Are you sure to delete this xxx subnet?,確定刪除該xxx子網？
ccfe-000010429,租户id,租户id,Tenant ID,租戶id
ccfe-000010430,* 当前还可创建xxx个vpc,* 当前还可创建xxx个vpc,"*Currently, xxx VPC can be created",?當前還可創建xxx個vpc
ccfe-000010431,ipv4网段,ipv4网段,IPv4 network segment,ipv4網段
ccfe-000010432,ipv4网段字段必填,ipv4网段字段必填,IPv4 network segment field is required,ipv4網段字段必填
ccfe-000010433,子网IPv4网段字段必填,子网IPv4网段字段必填,Subnet IPv4 segment field is required,子網IPv4網段字段必填
ccfe-000010434,子网DNS服务器字段必填,子网DNS服务器字段必填,The subnet DNS server field is required,子網DNS服務器字段必填
ccfe-000010435,确定删除该vpc？,确定删除该vpc？,Are you sure to delete this VPC?,確定刪除該vpc？
ccfe-000010436,vpc名称,vpc名称,VPC Name,vpc名稱
ccfe-000010437,VPC详情,VPC详情,VPC Details,VPC詳情
ccfe-000010438,VPC网段,VPC网段,VPC network segment,VPC網段
ccfe-000010439,* 您还可以创建xxx个IPv4子网,* 您还可以创建xxx个IPv4子网,*You can also create xxx IPv4 subnets,* 您還可以創建xxx個IPv4子網
ccfe-000010440,IPv4网络地址,IPv4网络地址,IPv4 network address,IPv4網絡地址
ccfe-000010441,网关IP,网关IP,Gateway IP,網關IP
ccfe-000010442,DNS地址,DNS地址,DNS address,DNS地址
ccfe-000010443,vpc状态,vpc状态,VPC status,vpc狀態
ccfe-000010444,vpc描述,vpc描述,VPC description,vpc描述
ccfe-000010445,请输入vpc名称,请输入vpc名称,Please enter the VPC name,請輸入vpc名稱
ccfe-000010446,策略名称:  xxx,策略名称:  xxx,Strategy Name: xxx,策略名稱: xxx
ccfe-000010447,当前存在 xxx 台云电脑分配策略失败（已分配策略或已删除），请核实处理，其余电脑策略分配提交成功，进展详见已关联电脑列表,当前存在 xxx 台云电脑分配策略失败（已分配策略或已删除），请核实处理，其余电脑策略分配提交成功，进展详见已关联电脑列表,There are currently xxx cloud computers that have failed to allocate policies (either already allocated or deleted). Please verify and handle the situation. The allocation of policies for the remaining computers has been successfully submitted. Please refer to the list of associated computers for details on the progress,當前存在 xxx 台雲電腦分配策略失敗（已分配策略或已刪除），請核實處理，其餘電腦策略分配提交成功，進展詳見已關聯電腦列表
ccfe-000010448,创建策略注意事项：,创建策略注意事项：,Precautions for creating strategies:,創建策略注意事項：
ccfe-000010449,1.创建电脑策略后需要下发至对应的网络工作区，下发完成后才能将策略关联至网络工作区下的云电脑；,1.创建电脑策略后需要下发至对应的网络工作区，下发完成后才能将策略关联至网络工作区下的云电脑；,"1. After creating a computer policy, it needs to be distributed to the corresponding network workspace. Only after the distribution is completed can the policy be associated with the cloud computer under the network workspace;",1.創建電腦策略後需要下發至對應的網絡工作區，下發完成後才能將策略關聯至網絡工作區下的雲電腦；
ccfe-000010450,2.每台云电脑最多只能关联一条电脑策略，如需切换策略需要先将该电脑从原有策略中移除；,2.每台云电脑最多只能关联一条电脑策略，如需切换策略需要先将该电脑从原有策略中移除；,"2. Each cloud computer can only be associated with one computer policy at most. To switch policies, the computer needs to be removed from the original policy first;",2.每台雲電腦最多只能關聯一條電腦策略，如需切換策略需要先将該電腦從原有策略中移除；
ccfe-000010451,3.电脑策略各项兼容情况,3.电脑策略各项兼容情况,3. Compatibility status of various computer strategies,3.電腦策略各項兼容情況
ccfe-000010452,全量电脑策略情况请,全量电脑策略情况请,Please provide information on the overall computer strategy,全量電腦策略情況請
ccfe-000010453,磁盘映射策略：可控制是否支持可以读写磁盘在电脑的映射驱动器,磁盘映射策略：可控制是否支持可以读写磁盘在电脑的映射驱动器,Disk mapping strategy: Can control whether it supports mapping drives that can read and write disks on the computer,磁盤映射策略：可控制是否支持可以讀寫磁盤在電腦的映射驅動器
ccfe-000010454,1、关闭：不进行映射、无法在云电脑内看到驱动器；,1、关闭：不进行映射、无法在云电脑内看到驱动器；,"1. Closed: No mapping, unable to see the drive in the cloud computer;",1、關閉：不進行映射、無法在雲電腦內看到驅動器；
ccfe-000010455,2、只读：可以在云电脑内看到的本地终端的驱动器、并且仅支持查看（复制）磁盘内的文件，不支持修改和新建、删除操作；,2、只读：可以在云电脑内看到的本地终端的驱动器、并且仅支持查看（复制）磁盘内的文件，不支持修改和新建、删除操作；,"2. Read only: The drive of the local terminal that can be seen in the cloud computer, and only supports viewing (copying) files on the disk. It does not support modifying, creating, or deleting operations;",2、只讀：可以在雲電腦內看到的本地終端的驅動器、並且僅支持查看（復制）磁盤內的文件，不支持修改和新建、刪除操作；
ccfe-000010456,3、读写：可以在云电脑内看到本地终端的驱动器、并且支持磁盘内查看（复制）、修改、删除、新建文件；,3、读写：可以在云电脑内看到本地终端的驱动器、并且支持磁盘内查看（复制）、修改、删除、新建文件；,"3. Read and write: You can see the local terminal's drive in the cloud computer, and support viewing (copying), modifying, deleting, and creating files on the disk;",3、讀寫：可以在雲電腦內看到本地終端的驅動器、並且支持磁盤內查看（復制）、修改、刪除、新建文件；
ccfe-000010457,关闭:,关闭:,Closed:,關閉:
ccfe-000010458,只读:,只读:,Read only:,只讀:
ccfe-000010459,读写:,读写:,Read and write:,讀寫:
ccfe-000010460,剪贴板策略：可控制云电脑和本地之间是否可以互通,剪贴板策略：可控制云电脑和本地之间是否可以互通,Clipboard strategy: control whether cloud computers and local devices can communicate with each other,剪貼板策略：可控制雲電腦和本地之間是否可以互通
ccfe-000010461,复制/剪切文本、图片、文件和文件夹,复制/剪切文本、图片、文件和文件夹,"Copy/cut text, images, files, and folders",復制/剪切文本、圖片、文件和文件夾
ccfe-000010462,水印策略：通过水印策略设置水印显示的内容和展现方式,水印策略：通过水印策略设置水印显示的内容和展现方式,Watermark strategy: Set the content and presentation method of watermark display through watermark strategy,水印策略：通過水印策略設置水印顯示的内容和展現方式
ccfe-000010463,1、开启：支持设置水印策略,1、开启：支持设置水印策略,1. Open: Support setting watermark policy,1、開啟：支持設置水印策略
ccfe-000010464,2、关闭：不支持设置水印策略,2、关闭：不支持设置水印策略,2. Closed: does not support setting watermark policy,2、關閉：不支持設置水印策略
ccfe-000010465,云电脑id：展示云电脑uuid,云电脑id：展示云电脑uuid,Cloud computer ID: Display cloud computer UUID,雲電腦id：展示雲電腦uuid
ccfe-000010466,云电脑ip地址：展示云电脑内网ip地址，如192.168.1.1,云电脑ip地址：展示云电脑内网ip地址，如192.168.1.1,"Cloud computer IP address: Display the internal IP address of the cloud computer, such as 192.168.1.1",雲電腦ip地址：展示雲電腦內網ip地址，如192.168.1.1
ccfe-000010467,云电脑Mac地址：展示云电脑Mac地址，如00:AE:1D:E3:A8,云电脑Mac地址：展示云电脑Mac地址，如00:AE:1D:E3:A8,"Cloud computer Mac address: Display the cloud computer Mac address, such as 00: AE:1D:E3:A8",雲電腦Mac地址：展示雲電腦Mac地址，如00:AE:1D:E3:A8
ccfe-000010468,时间：展示云电脑连接时间，精确到小时，格式如2023-7-18 14:00,时间：展示云电脑连接时间，精确到小时，格式如2023-7-18 14:00,"Time: Display the connection time of the cloud computer, accurate to the hour, in the format of 14:00 on July 18, 2023",時間：展示雲電腦連接時間，精確到小時，格式如2023-7-18 14:00
ccfe-000010469,自定义字段：水印展示填充内容，50个字符以内,自定义字段：水印展示填充内容，50个字符以内,"Custom field: watermark display filling content, within 50 characters",自定義字段：水印展示填充内容，50個字符以內
ccfe-000010470,防截屏策略：主要用于提供用户针对截屏进行安全管控,防截屏策略：主要用于提供用户针对截屏进行安全管控,Anti screenshot strategy: mainly used to provide users with security control for screenshots,防截屏策略：主要用于提供用戶針對截屏進行安全管控
ccfe-000010471,开启：终端用户无法使用本地终端设备上的截图工具截取云电脑的桌面；,开启：终端用户无法使用本地终端设备上的截图工具截取云电脑的桌面；,Enable: End users are unable to use the screenshot tool on their local terminal device to capture the desktop of the cloud computer;,開啟：終端用戶無法使用本地終端設備上的截圖工具截取雲電腦的桌面；
ccfe-000010472,关闭：终端用户可以使用本地终端设备上的截图工具截取云电脑的桌面；,关闭：终端用户可以使用本地终端设备上的截图工具截取云电脑的桌面；,Close: End users can use the screenshot tool on their local terminal device to capture the desktop of the cloud computer;,關閉：終端用戶可以使用本地終端設備上的截圖工具截取雲電腦的桌面；
ccfe-000010473,USB存储设备策略：用于管理是否允许在云电脑中使用USB存储设备,USB存储设备策略：用于管理是否允许在云电脑中使用USB存储设备,USB storage device strategy: used to manage whether USB storage devices are allowed to be used in cloud computers,USB存儲設備策略：用于管理是否允許在雲電腦中使用USB存儲設備
ccfe-000010474,1、允许：支持云电脑使用USB存储设备；,1、允许：支持云电脑使用USB存储设备；,1. Allow: Support the use of USB storage devices on cloud computers;,1、允許：支持雲電腦使用USB存儲設備；
ccfe-000010475,2、禁止：不支持云电脑使用USB存储设备。,2、禁止：不支持云电脑使用USB存储设备。,2. Prohibit: USB storage devices are not supported for cloud computers.,2、禁止：不支持雲電腦使用USB存儲設備。
ccfe-000010476,摄像头策略：用于管控是否允许在云电脑中使用本地终端摄像头，包含USB摄像头和终端自带摄像头,摄像头策略：用于管控是否允许在云电脑中使用本地终端摄像头，包含USB摄像头和终端自带摄像头,"Camera strategy: used to control whether local terminal cameras, including USB cameras and terminal built-in cameras, are allowed to be used in cloud computers",攝像頭策略：用于管控是否允許在雲電腦中使用本地終端攝像頭，包含USB攝像頭和終端自帶攝像頭
ccfe-000010477,1、允许：允许在云电脑内使用摄像头；,1、允许：允许在云电脑内使用摄像头；,1. Allow: Allow the use of cameras on cloud computers;,1、允許：允許在雲電腦內使用攝像頭；
ccfe-000010478,2、禁止：禁止在云电脑内使用摄像头。,2、禁止：禁止在云电脑内使用摄像头。,2. Prohibit: The use of cameras on cloud computers is prohibited.,2、禁止：禁止在雲電腦內使用攝像頭。
ccfe-000010479,串口策略：用于管控是否允许在云电脑中使用串口类型设备,串口策略：用于管控是否允许在云电脑中使用串口类型设备,Serial port strategy: used to control whether serial type devices are allowed to be used in cloud computers,串口策略：用于管控是否允許在雲電腦中使用串口類型設備
ccfe-000010480,1、允许：允许在云电脑内使用串口设备；,1、允许：允许在云电脑内使用串口设备；,1. Allow: Allow the use of serial devices on cloud computers;,1、允許：允許在雲電腦內使用串口設備；
ccfe-000010481,2、禁止：禁止在云电脑内使用串口设备。,2、禁止：禁止在云电脑内使用串口设备。,2. Prohibit: It is prohibited to use serial devices on cloud computers.,2、禁止：禁止在雲電腦內使用串口設備。
ccfe-000010482,并口策略：用于管控是否允许在云电脑中使用的并口类型设备,并口策略：用于管控是否允许在云电脑中使用的并口类型设备,Parallel port strategy: used to control whether parallel port devices are allowed to be used in cloud computers,並口策略：用于管控是否允許在雲電腦中使用並口類型設備
ccfe-000010483,1、允许：允许在云电脑内使用并口设备；,1、允许：允许在云电脑内使用并口设备；,1. Allow: Allow the use of parallel devices on cloud computers;,1、允許：允許在雲電腦內使用並口設備；
ccfe-000010484,2、禁止：禁止在云电脑内使用并口设备。,2、禁止：禁止在云电脑内使用并口设备。,2. Prohibit: It is prohibited to use parallel devices on cloud computers.,2、禁止：禁止在雲電腦內使用並口設備。
ccfe-000010485,1.按USB重定向设备规则明细，单策略最多可配置50条规则；,1.按USB重定向设备规则明细，单策略最多可配置50条规则；,"1. According to the USB redirection device rule details, a single policy can configure up to 50 rules;",1.按USB重定向設備規則明细，單策略最多可配置50條規則；
ccfe-000010486,2.策略生效优先级：自定义usb策略＞普通外设策略＞本地电脑策略，其中自定义usb策略执行精细化匹配原则，越精确匹配优先级越高，即：设备类型+VID+PID>设备类型+VID>设备类型；,2.策略生效优先级：自定义usb策略＞普通外设策略＞本地电脑策略，其中自定义usb策略执行精细化匹配原则，越精确匹配优先级越高，即：设备类型+VID+PID>设备类型+VID>设备类型；,"2. Priority of policy implementation: Custom USB policy>Normal peripheral policy>Local computer policy, where the custom USB policy follows the principle of fine matching, with higher priority given to more accurate matching, i.e. device type+VID+PID>device type+VID>device type;",2.策略生效優先級：自定義usb策略＞普通外設策略＞本地電腦策略，其中自定義usb策略执行精细化匹配原則，越精確匹配優先級越高，即：設備類型+VID+PID>設備類型+VID>設備類型；
ccfe-000010487,3.键盘、鼠标本身可用，重定向（配置白名单规则）后存在不可用问题，建议不要配置该部分设备类型的白名单规则；,3.键盘、鼠标本身可用，重定向（配置白名单规则）后存在不可用问题，建议不要配置该部分设备类型的白名单规则；,"3. The keyboard and mouse are already available, but there may be an issue of unavailability after redirection (configuring whitelist rules). It is recommended not to configure whitelist rules for this type of device;",3.鍵盤、鼠標本身可用，重定向（配置白名單規則）後存在不可用問題，建議不要配置該部分設備類型的白名單規則；
ccfe-000010488,启动模式优先级：客户端优先则保留客户端启动模式设置；策略优先则客户端不可设置、以策略设置为准,启动模式优先级：客户端优先则保留客户端启动模式设置；策略优先则客户端不可设置、以策略设置为准,"Priority of startup mode: If the client is given priority, the client startup mode setting will be retained; If the policy takes priority, the client cannot be set, and the policy settings shall prevail",啟動模式優先級：客戶端優先則保留客戶端啟動模式設置；策略優先則客戶端不可設置、以策略設置為準
ccfe-000010489,常规模式：不限制本地系统功能，可以在本地系统和云桌面客户端之间自由切换,常规模式：不限制本地系统功能，可以在本地系统和云桌面客户端之间自由切换,"Normal mode: Unrestricted local system functionality, can freely switch between local system and cloud desktop client",常規模式：不限制本地系統功能，可以在本地系統和雲桌面客戶端之間自由切換
ccfe-000010490,锁定模式：本地系统启动后自动运行云桌面客户端，屏蔽本地系统所有功能，无法切换到本地系统，无法直接使用本地的其他应用及资源。,锁定模式：本地系统启动后自动运行云桌面客户端，屏蔽本地系统所有功能，无法切换到本地系统，无法直接使用本地的其他应用及资源。,"Lock mode: After the local system is started, the cloud desktop client automatically runs, blocking all functions of the local system, unable to switch to the local system, and unable to directly use other local applications and resources.",鎖定模式：本地系統啟動後自動運行雲桌面客戶端，屏蔽本地系統所有功能，無法切換到本地系統，無法直接使用本地的其他應用及資源。
ccfe-000010491,开启：允许客户端修改云电脑名称；,开启：允许客户端修改云电脑名称；,Open: Allow clients to modify cloud computer names;,開啟：允許客戶端修改雲電腦名稱；
ccfe-000010492,关闭：不允许客户端修改云电脑名称。,关闭：不允许客户端修改云电脑名称。,Closed: Do not allow clients to modify cloud computer names.,關閉：不允許客戶端修改雲電腦名稱。
ccfe-000010493,该模式不对音频数据进行时序处理，接收到音频数据时直接进行解码播放,该模式不对音频数据进行时序处理，接收到音频数据时直接进行解码播放,"This mode does not perform temporal processing on audio data, and directly decodes and plays the received audio data",該模式不對音頻數據進行時序處理，接收到音頻數據時直接進行解碼播放
ccfe-000010494,优点：速度最快，延迟最低；,优点：速度最快，延迟最低；,Advantages: fastest speed and lowest latency;,優點：速度最快，延遲最低；
ccfe-000010495,缺点：网络状况波动时，容易出现杂音，杂音频率较高,缺点：网络状况波动时，容易出现杂音，杂音频率较高,"Disadvantage: When the network condition fluctuates, it is easy to produce noise with a high frequency",缺點：網絡狀況波動時，容易出现雜音，雜音頻率較高
ccfe-000010496,该模式对时间戳低于上一音频帧的时间戳的数据进行丢弃，即放弃延迟到达的音频帧，仅播放时序上比上一帧音频帧晚的视频,该模式对时间戳低于上一音频帧的时间戳的数据进行丢弃，即放弃延迟到达的音频帧，仅播放时序上比上一帧音频帧晚的视频,"This mode discards data with timestamps lower than the timestamp of the previous audio frame, meaning that delayed audio frames are discarded and only videos that are later in timing than the previous audio frame are played",該模式對時間戳低於上一音頻幀的時間戳的數據進行丟棄，即放棄延遲到達的音頻幀，僅播放時序上比上一幀音頻幀晚的視頻
ccfe-000010497,优点：播放的始终是最新的音频，时效性更高，听感延迟低,优点：播放的始终是最新的音频，时效性更高，听感延迟低,"Advantages: The latest audio is always played, with higher timeliness and low listening delay",優點：播放的始終是最新的音頻，時效性更高，聽感延遲低
ccfe-000010498,缺点：丢弃延迟的音频等效于使用静音弥补缺失的部分，会造成间断,缺点：丢弃延迟的音频等效于使用静音弥补缺失的部分，会造成间断,"Disadvantage: Discarding delayed audio is equivalent to using silence to compensate for missing parts, which can cause interruptions",缺點：丟棄延遲的音頻等效於使用靜音彌補缺失的部分，會造成間斷
ccfe-000010499,该模式保证音频帧的完整性和时序性，使用队列对数据进行缓冲提前到达的音频帧，,该模式保证音频帧的完整性和时序性，使用队列对数据进行缓冲提前到达的音频帧，,"This mode ensures the integrity and timing of audio frames, using queues to buffer audio frames that arrive earlier,",該模式保證音頻幀的完整性和時序性，使用隊列對數據進行緩衝提前到達的音頻幀，
ccfe-000010500,当获取到上一次播放的下一帧后，将队列里的数据全量播放。缺点，会使得整个音频时序均延迟。,当获取到上一次播放的下一帧后，将队列里的数据全量播放。缺点，会使得整个音频时序均延迟。,"After obtaining the next frame from the previous playback, play all the data in the queue. The disadvantage is that it will cause a delay in the entire audio timing.",當獲取到上一次播放的下一幀後，將隊列里的數據全量播放。缺點，會使得整個音頻時序均延遲。
ccfe-000010501,获取禁止终端类型失败,获取禁止终端类型失败,Failed to obtain prohibited terminal types,獲取禁止終端類型失敗
ccfe-000010502,获取资源池，可用去，网络工作区数据失败,获取资源池，可用去，网络工作区数据失败,"Retrieve resource pool, available for use, network workspace data failed",獲取資源池，可用去，網絡工作區數據失敗
ccfe-000010503,1、开启：支持USB重定向；,1、开启：支持USB重定向；,1. Open: Supports USB redirection;,1、開啟：支持USB重定向；
ccfe-000010504,2、关闭：不支持USB重定向。,2、关闭：不支持USB重定向。,2. Closed: USB redirection is not supported.,2、關閉：不支持USB重定向。
ccfe-000010505,1.连接会话仅支持展示10000条记录，建议减少时间进行页面查询，通过导出功能查询全量数据；,1.连接会话仅支持展示10000条记录，建议减少时间进行页面查询，通过导出功能查询全量数据；,1. The connection session only supports displaying 10000 records. It is recommended to reduce the time for page queries and use the export function to query the full amount of data;,1.連接會話僅支持展示10000條記錄，建議減少時間進行頁面查詢，通過導出功能查詢全量數據；
ccfe-000010506,2.为保障数据准确性，请将云电脑客户端升级至最新版本。,2.为保障数据准确性，请将云电脑客户端升级至最新版本。,"To ensure data accuracy, please upgrade the cloud computer client to the latest version.",2.为保障数据准确性，请将云电脑客户端升级至最新版本。
ccfe-000010507,断开成功!,断开成功!,Disconnected successfully!,断开成功!
ccfe-000010508,1.登录会话仅支持展示10000条记录，建议减少时间进行页面查询，通过导出功能查询全量数据；,1.登录会话仅支持展示10000条记录，建议减少时间进行页面查询，通过导出功能查询全量数据；,1. The login session only supports displaying 10000 records. It is recommended to reduce the time for page queries and use the export function to query the full amount of data;,1.登录会话仅支持展示10000条记录，建议减少时间进行页面查询，通过导出功能查询全量数据；
ccfe-000010509,返 回,返 回,return,返回
ccfe-000010510,当前快照在删除中，无法删除，请稍后再试,当前快照在删除中，无法删除，请稍后再试,The current snapshot is being deleted and cannot be deleted. Please try again later,当前快照在删除中，无法删除，请稍后再试
ccfe-000010511,请输入快照ID,请输入快照ID,Please enter the snapshot id,请输入快照ID
ccfe-000010512,快照名称： xxx,快照名称： xxx,Snapshot Name: xxx,快照名称： xxx
ccfe-000010513,快照ID： xxx,快照ID： xxx,Snapshot ID: xxx,快照ID： xxx
ccfe-000010514,磁盘类型： xxx,磁盘类型： xxx,Disk type: xxx,磁盘类型： xxx
ccfe-000010515,xxx-管理员日志-xxx.csv,xxx-管理员日志-xxx.csv,xxx administrator log xxx. csv,xxx-管理员日志-xxx.csv
ccfe-000010516,xxx-日活跃度统计-xxx.csv,xxx-日活跃度统计-xxx.csv,xxx Daily Activity Statistics - xxx.csv,xxx-日活跃度统计-xxx.csv
ccfe-000010517,xxx-登录日活跃度统计-xxx.csv,xxx-登录日活跃度统计-xxx.csv,xxx Login Daily Activity Statistics - xxx.csv,xxx-登录日活跃度统计-xxx.csv
ccfe-000010518,为保障数据准确性，请将云电脑客户端升级至最新版本。,为保障数据准确性，请将云电脑客户端升级至最新版本。,"To ensure data accuracy, please upgrade the cloud computer client to the latest version.",为保障数据准确性，请将云电脑客户端升级至最新版本。
ccfe-000010519,xxx-登录月活跃度统计-xxx.csv,xxx-登录月活跃度统计-xxx.csv,xxx Login Monthly Activity Statistics - xxx.csv,xxx-登录月活跃度统计-xxx.csv
ccfe-000010520,xxx-月活跃度统计-xxx.csv,xxx-月活跃度统计-xxx.csv,xxx Monthly Activity Statistics - xxx.csv,xxx-月活跃度统计-xxx.csv
ccfe-000010521,CPU使用率峰值分布统计,CPU使用率峰值分布统计,Statistics of peak CPU usage distribution,CPU使用率峰值分布统计
ccfe-000010522,平均CPU使用率 xxx%,平均CPU使用率 xxx%,Average CPU usage rate xxx%,平均CPU使用率 xxx%
ccfe-000010523,平均内存使用率 xxx%,平均内存使用率 xxx%,Average memory usage rate xxx%,平均内存使用率 xxx%
ccfe-000010524,平均网络时延 xxxms,平均网络时延 xxxms,Average network latency xxxms,平均网络时延 xxxms
ccfe-000010525,xxx-电脑使用统计-xxx.csv,xxx-电脑使用统计-xxx.csv,xxx - Computer Usage Statistics - xxx.csv,xxx-电脑使用统计-xxx.csv
ccfe-000010526,设备id,设备id,Device ID,設備id
ccfe-000010527,请输入设备id,请输入设备id,Please enter the device ID,請輸入設備id
ccfe-000010528,xxx-用户日志-xxx.csv,xxx-用户日志-xxx.csv,xxx User log xxx. csv,xxx-用戶日誌-xxx.csv
ccfe-000010529,读写权限,读写权限,Read-write access permission,讀寫權限
ccfe-000010530,作用范围,作用范围,Scope of authority,作用範圍
ccfe-000010531,USB权限,USB权限,USB permission,USB權限
ccfe-000010532,权限范围,权限范围,The range of permission,權限範圍
ccfe-000010533,置顶,置顶,"Pin ",
ccfe-000010534,取消置顶,取消置顶,Unpin,
ccfe-000010535,不超过 30 个字符。必须以大小字母或中文开头，可以包含中文、英文、数字、半角冒号（:）、下划线（_）、点号（.）或者连字符（-）,不超过 30 个字符。必须以大小字母或中文开头，可以包含中文、英文、数字、半角冒号（:）、下划线（_）、点号（.）或者连字符（-）,"Maximum 30 characters. Must start with an uppercase/lowercase letter or Chinese character. May contain Chinese, English, numbers, colon (:), underscore (_), period (.) or hyphen (-).",
ccfe-000010536,置顶组织成功,置顶组织成功,Organization pinned successfully,
ccfe-000010537,置顶组织失败,置顶组织失败,Failed to pin organization,
ccfe-000010538,取消置顶组织成功,取消置顶组织成功,Organization unpinned successfully,
ccfe-000010539,取消置顶组织失败,取消置顶组织失败,Failed to unpin organization,
ccfe-000010540,内存xxxMB,内存xxxMB,RAM: xxxMB,
ccfe-000010541,新用户,新用户,New user,
ccfe-000010542,分配时间,分配时间,Assign Time,
ccfe-000010543,当前电脑暂未分配，,当前电脑暂未分配，,Unassigned PC,
ccfe-000010544,列表,列表,List,
ccfe-000010545,云电脑名称/ID,云电脑名称/ID,CloudPC Name/ID,
ccfe-000010546,请选择快照,请选择快照,Please select snapshot,
ccfe-000010547,批量设置关机时最新的快照,批量设置关机时最新的快照,Batch Set Latest Shutdown Snap,
ccfe-000010548,还原状态,还原状态,Restore Status,
